Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,make,model
Hyundai Verna 1.4 CRDi,1,2016,79000,2,1,1,24.8,1396,88.7,5.0,13.5,7.25,Hyundai,4
Hyundai i10 Sportz,7,2012,57184,1,1,1,20.36,1197,78.9,5.0,6.5,3.09,Hyundai,3
Hyundai Grand i10 Magna,4,2016,22129,1,1,1,18.9,1197,82.0,5.0,7.5,4.25,Hyundai,2
Hyundai i10 Era,5,2011,60634,1,1,1,19.81,1086,68.05,5.0,6.5,3.3,Hyundai,3
Hyundai Grand i10 Asta,8,2014,41000,1,1,1,18.9,1197,82.0,5.0,7.5,3.14,Hyundai,2
Hyundai i10 Magna 1.2,4,2012,62000,1,1,1,20.36,1197,78.9,5.0,6.5,2.5,Hyundai,3
Hyundai i20 1.2 Magna,3,2011,63991,1,1,1,18.5,1197,80.0,5.0,10.0,3.61,Hyundai,1
Hyundai Grand i10 Sportz,8,2013,28000,1,1,1,18.9,1197,82.0,5.0,7.5,3.25,Hyundai,2
Hyundai Verna SX CRDi AT,1,2012,97000,2,2,2,19.08,1582,126.32,5.0,13.5,6.5,Hyundai,4
Hyundai i20 Asta 1.2,1,2014,31045,1,1,2,18.6,1197,81.83,5.0,10.0,5.65,Hyundai,1
Hyundai i20 Asta 1.4 CRDi,3,2015,46162,2,1,1,22.54,1396,88.73,5.0,10.0,6.98,Hyundai,1
Hyundai Verna 1.6 SX VTVT,9,2014,9200,1,1,1,17.01,1591,121.3,5.0,13.5,5.75,Hyundai,4
Hyundai Verna 1.6 i ABS,10,2007,80000,1,1,2,13.9,1599,103.2,5.0,13.5,1.95,Hyundai,4
Hyundai i10 Sportz,2,2012,70000,1,1,1,20.36,1197,78.9,5.0,6.5,3.15,Hyundai,3
Hyundai i10 Asta,0,2011,86000,1,1,1,20.36,1197,78.9,5.0,6.5,3.75,Hyundai,3
Hyundai Verna 1.6 SX VTVT,3,2019,6028,1,1,1,17.01,1591,121.3,5.0,13.5,11.54,Hyundai,4
Hyundai i10 Era 1.1 iTech SE,7,2012,65727,1,1,1,19.81,1086,68.05,5.0,6.5,2.97,Hyundai,3
Hyundai Verna 1.6 VTVT,10,2013,70000,1,1,1,17.01,1591,121.3,5.0,13.5,4.75,Hyundai,4
Hyundai i20 1.4 Asta Optional With Sunroof,1,2010,77332,2,1,2,23.0,1396,90.0,5.0,10.0,3.65,Hyundai,1
Hyundai Grand i10 Asta Option AT,7,2017,17489,1,2,1,18.9,1197,82.0,5.0,7.5,5.99,Hyundai,2
Hyundai i10 Sportz,10,2013,54500,1,1,3,20.36,1197,78.9,5.0,6.5,2.95,Hyundai,3
Hyundai Verna VTVT 1.6 AT SX Plus,9,2012,75059,1,2,1,17.0,1591,121.3,5.0,13.5,4.25,Hyundai,4
Hyundai Verna 1.6 SX VTVT (O),8,2013,49000,1,1,1,17.1,1591,121.3,5.0,13.5,4.5,Hyundai,4
Hyundai i20 Magna Optional 1.2,7,2014,42315,1,1,1,18.5,1197,82.9,5.0,10.0,4.79,Hyundai,1
Hyundai Verna CRDi,2,2009,64514,2,1,1,16.8,1493,110.0,5.0,13.5,2.9,Hyundai,4
Hyundai Verna 1.6 SX VTVT,4,2016,35000,1,1,1,17.01,1591,121.3,5.0,13.5,7.4,Hyundai,4
Hyundai Grand i10 Sportz,6,2015,53000,1,1,2,18.9,1197,82.0,5.0,7.5,4.0,Hyundai,2
Hyundai i20 1.2 Asta,4,2017,9000,1,1,1,18.6,1197,81.83,5.0,10.0,6.85,Hyundai,1
Hyundai Verna SX CRDi AT,5,2014,65000,2,2,1,19.08,1582,126.32,5.0,13.5,8.99,Hyundai,4
Hyundai Verna 1.6 CRDi SX,0,2015,60000,2,1,1,23.9,1582,126.2,5.0,13.5,6.99,Hyundai,4
Hyundai Grand i10 1.2 Kappa Magna,4,2017,46000,1,1,1,18.9,1197,81.86,5.0,7.5,4.75,Hyundai,2
Hyundai i10 Magna 1.1,7,2015,31965,1,1,1,19.81,1086,68.05,5.0,6.5,3.55,Hyundai,3
Hyundai Verna 1.6 SX VTVT,7,2017,41534,1,1,1,17.01,1591,121.3,5.0,13.5,7.99,Hyundai,4
Hyundai i20 1.4 Sportz,7,2018,40175,2,1,2,22.54,1396,88.73,5.0,10.0,6.36,Hyundai,1
Hyundai Grand i10 CRDi Sportz,5,2015,76362,2,1,1,24.0,1120,70.0,5.0,7.5,5.5,Hyundai,2
Hyundai i10 Sportz 1.2 AT,9,2010,57000,1,2,2,16.95,1197,78.9,5.0,6.5,2.5,Hyundai,3
Hyundai Verna 1.6 SX CRDi (O),10,2012,89000,2,1,1,22.32,1582,126.32,5.0,13.5,6.0,Hyundai,4
Hyundai i10 Magna 1.2,5,2009,84045,1,1,1,20.36,1197,78.9,5.0,6.5,2.85,Hyundai,3
Hyundai i20 Sportz Option 1.2,7,2019,12800,1,1,1,18.6,1197,81.83,5.0,10.0,7.67,Hyundai,1
Hyundai Grand i10 CRDi Sportz,4,2014,65000,2,1,1,24.0,1120,70.0,5.0,7.5,3.99,Hyundai,2
Hyundai i10 Sportz 1.1L,10,2013,84000,1,1,1,19.81,1086,68.05,5.0,6.5,2.95,Hyundai,3
Hyundai i20 Asta Option 1.2,8,2015,36000,1,1,1,18.6,1197,81.83,5.0,10.0,4.9,Hyundai,1
Hyundai i10 Sportz,9,2011,39000,1,1,1,20.36,1197,78.9,5.0,6.5,2.6,Hyundai,3
Hyundai i20 Asta 1.4 CRDi,8,2012,33249,2,1,1,21.27,1396,88.76,5.0,10.0,3.25,Hyundai,1
Hyundai i10 Sportz 1.2,5,2011,84912,1,1,1,20.36,1197,78.9,5.0,6.5,3.5,Hyundai,3
Hyundai i10 Magna 1.2,8,2012,29000,1,1,1,20.36,1197,78.9,5.0,6.5,2.35,Hyundai,3
Hyundai Verna CRDi,2,2006,200000,2,1,2,16.8,1493,110.0,5.0,13.5,1.85,Hyundai,4
Hyundai i10 Sportz 1.2,8,2015,28000,1,1,1,20.36,1197,78.9,5.0,6.5,3.4,Hyundai,3
Hyundai Grand i10 Sportz,3,2017,22831,1,1,1,18.9,1197,82.0,5.0,7.5,6.19,Hyundai,2
Hyundai Grand i10 Magna,10,2015,21000,1,1,1,18.9,1197,82.0,5.0,7.5,3.75,Hyundai,2
Hyundai i20 Magna Optional 1.4 CRDi,4,2013,64500,2,1,1,21.9,1396,88.8,5.0,10.0,3.65,Hyundai,1
Hyundai i20 1.4 Sportz,0,2018,30000,2,1,1,22.54,1396,88.73,5.0,10.0,7.75,Hyundai,1
Hyundai i20 Sportz 1.4 CRDi,7,2016,55036,2,1,1,22.54,1396,88.73,5.0,10.0,6.35,Hyundai,1
Hyundai Grand i10 CRDi Asta,1,2016,50000,2,1,1,24.0,1120,70.0,5.0,7.5,5.5,Hyundai,2
Hyundai Grand i10 1.2 Kappa Sportz,7,2016,28147,1,1,1,18.9,1197,81.86,5.0,7.5,5.07,Hyundai,2
Hyundai Grand i10 Sportz,9,2015,20000,1,1,1,18.9,1197,82.0,5.0,7.5,3.85,Hyundai,2
Hyundai Grand i10 Asta,8,2014,37000,1,1,1,18.9,1197,82.0,5.0,7.5,3.45,Hyundai,2
Hyundai i20 Sportz 1.2,4,2015,42000,1,1,2,18.6,1197,81.83,5.0,10.0,5.8,Hyundai,1
Hyundai i20 Diesel Asta Option,10,2018,31000,2,1,1,22.54,1396,88.73,5.0,10.0,7.75,Hyundai,1
Hyundai Verna 1.6 SX,7,2012,58646,2,1,1,22.32,1582,126.32,5.0,13.5,4.74,Hyundai,4
Hyundai i20 Magna 1.4 CRDi (Diesel),7,2014,53340,2,1,1,21.9,1396,88.76,5.0,10.0,4.35,Hyundai,1
Hyundai Verna VTVT 1.6 AT SX Option,9,2018,8000,1,2,1,17.0,1591,121.3,5.0,13.5,12.85,Hyundai,4
Hyundai Verna 1.6 CRDi EX MT,8,2013,53280,2,1,1,22.32,1582,126.3,5.0,13.5,4.7,Hyundai,4
Hyundai i20 Asta Option 1.2,3,2017,14618,1,1,1,18.6,1197,81.83,5.0,10.0,8.11,Hyundai,1
Hyundai i20 2015-2017 Magna,10,2010,80561,1,1,1,18.5,1197,80.0,5.0,10.0,2.74,Hyundai,1
Hyundai i20 Sportz 1.2,1,2014,68010,1,1,2,18.5,1197,82.85,5.0,10.0,5.25,Hyundai,1
